Original order,Case Number,URL Report1,URL Report2
4206,2000.09.11,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.11-Armstrong.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.11-Armstrong.pdf
4205,2000.09.10.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.10.b-Boy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.10.b-Boy.pdf
4204,2000.09.10.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.10.a-Adkinson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.10.a-Adkinson.pdf
4203,2000.09.08.c,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.08.c-Msemwa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.08.c-Msemwa.pdf
4202,2000.09.08.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.08.b-Crane.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.08.b-Crane.pdf
4201,2000.09.08.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.08.a-KarimMaan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.08.a-KarimMaan.pdf
4200,2000.09.00.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.00-CocoBeach4.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.00-CocoBeach4.pdf
4199,2000.08.31,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.31-Johnson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.31-Johnson.pdf
4198,2000.08.30,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.30-Kubinski.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.30-Kubinski.pdf
4197,2000.08.27.R,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.27.R-BruceWright.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.27.R-BruceWright.pdf
4196,2000.08.21,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.21-male.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.21-male.pdf
4195,2000.08.15,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.15-Goenvec.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.15-Goenvec.pdf
4194,2000.08.13,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.13-JasonWuss.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.13-JasonWuss.pdf
4193,2000.08.12,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.12-MargaretWhite.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.12-MargaretWhite.pdf
4192,2000.08.11,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.11-Macatee.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.11-Macatee.pdf
4191,2000.08.10,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.10-BuenoBrothers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.10-BuenoBrothers.pdf
4190,2000.08.00,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.00-NV-Tanzania.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.08.00-NV-Tanzania.pdf
4189,2000.07.25,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.25-male.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.25-male.pdf
4188,2000.07.22,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.22-Nani.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.22-Nani.pdf
4187,2000.07.17,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.17-Bruff.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.17-Bruff.pdf
4186,2000.07.16.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.16.b-Poynter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.16.b-Poynter.pdf
4185,2000.07.16.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.16.a-Ainslie.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.16.a-Ainslie.pdf
4184,2000.07.15.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.15.b-NV-CapeRecife.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.15.b-NV-CapeRecife.pdf
4183,2000.07.15.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.15.a-Barnes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.15.a-Barnes.pdf
4182,2000.07.12,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.12-Eckoff.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.12-Eckoff.pdf
4181,2000.07.10,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.10-MA.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.10-MA.pdf
4180,2000.07.09,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.09-Zent.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.09-Zent.pdf
4179,2000.07.07,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.07-Doolittle.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.07-Doolittle.pdf
4178,2000.07.06,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.06-Walker.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.06-Walker.pdf
4177,2000.07.04.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.04.b-Peterson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.04.b-Peterson.pdf
4176,2000.07.04.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.04.a-Comstock.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.04.a-Comstock.pdf
4175,2000.07.02.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.02.b-Benningfield.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.02.b-Benningfield.pdf
4174,2000.07.02.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.02.a-Shidemantle.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.02.a-Shidemantle.pdf
4173,2000.07.00,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.00-NV-Tanzania.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.07.00-NV-Tanzania.pdf
4172,2000.06.30,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.30-NV-PNG.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.30-NV-PNG.pdf
4171,2000.06.29,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.29-Halse-Ward.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.29-Halse-Ward.pdf
4170,2000.06.19,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.19-Alegood.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.19-Alegood.pdf
4169,2000.06.13,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.13-boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.13-boat.pdf
4168,2000.06.10,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.10-Alexander.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.10-Alexander.pdf
4167,2000.06.09.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.09.b-Watley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.09.b-Watley.pdf
4166,2000.06.09.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.09.a-Anderson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.09.a-Anderson.pdf
4165,2000.06.02,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.02-Alcorn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.02-Alcorn.pdf
4164,2000.06.00,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.00-CocoBeach1.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.06.00-CocoBeach1.pdf
4163,2000.05.13,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.05.13-aircraft.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.05.13-aircraft.pdf
4162,2000.05.09,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.05.09-foot.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.05.09-foot.pdf
4161,2000.05.07.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.05.07.b-Adam.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.05.07.b-Adam.pdf
4160,2000.05.07.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.05.07.a-diver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.05.07.a-diver.pdf
4159,2000.04.14,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.04.14-Metz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.04.14-Metz.pdf
4158,2000.04.09,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.04.09-boy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.04.09-boy.pdf
4157,2000.03.31,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.31-Edwards.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.31-Edwards.pdf
4156,2000.03.30,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.30-Rojcevic.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.30-Rojcevic.pdf
4155,2000.03.26,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.26-VanOlst.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.26-VanOlst.pdf
4154,2000.03.24,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.24-Pasonski.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.24-Pasonski.pdf
4153,2000.03.15,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.15-GilbertBui.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.15-GilbertBui.pdf
4152,2000.03.14,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.14-Ruth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.14-Ruth.pdf
4151,2000.03.10,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.10-rowers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.10-rowers.pdf
4150,2000.03.09,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.09-Oar.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.09-Oar.pdf
4149,2000.03.03.R,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.03.R-Stringer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.03.R-Stringer.pdf
4148,2000.03.02,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.02-Dasey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.02-Dasey.pdf
4147,2000.03.00,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.00.a-Bickel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.00.a-Bickel.pdf
4146,2000.02.21,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.21-male-Riviera Beach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.21-male-Riviera Beach.pdf
4145,2000.02.19,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.19-Weich.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.19-Weich.pdf
4144,2000.02.14,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.14-Smith.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.14-Smith.pdf
4143,2000.02.03,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.03-Petas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.03-Petas.pdf
4142,2000.02.01,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.01-Hayes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.01-Hayes.pdf
4141,2000.01.28.R,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.01.28.R-Reunion.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.01.28.R-Reunion.pdf
4140,2000.01.05,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.01.05-Kahl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.01.05-Kahl.pdf
4139,2000.00.00,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.00.00-BocaGrandeBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.00.00-BocaGrandeBoat.pdf
4138,1999.12.31.c,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.31.c-Wildl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.31.c-Wildl.pdf
4137,1999.12.31.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.31.b-McDowell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.31.b-McDowell.pdf
4136,1999.12.31.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.31.a-Hayward.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.31.a-Hayward.pdf
4135,1999.12.26,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.26-Cicero.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.26-Cicero.pdf
4134,1999.12.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.14-Hong.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.14-Hong.pdf
4133,1999.12.06,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.06-Brazilian-diver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.06-Brazilian-diver.pdf
4132,1999.12.02,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.02-BoyntonBeach-surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.02-BoyntonBeach-surfer.pdf
4131,1999.11.30,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.30-Wyche.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.30-Wyche.pdf
4130,1999.11.23,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.23-Boyette.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.23-Boyette.pdf
4129,1999.11.15,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.15-JackWolf_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.15-JackWolf_Collier.pdf
4128,1999.11.13,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.13-Grenfell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.13-Grenfell.pdf
4127,1999.11.06,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.06-Brazilian-diver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.06-Brazilian-diver.pdf
4126,1999.11.00.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.00.b-Bayo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.00.b-Bayo.pdf
4125,1999.11.00.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.00.a-Morson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.00.a-Morson.pdf
4124,1999.10.30.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.10.30.b-Dolsky.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.10.30.b-Dolsky.pdf
4123,1999.10.30.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.10.30.a-TroyJesse.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.10.30.a-TroyJesse.pdf
4122,1999.10.20,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.10.20-Hunt.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.10.20-Hunt.pdf
4121,1999.10.01,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.10.01-Spencer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.10.01-Spencer.pdf
4120,1999.09.29,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.29-Borges.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.29-Borges.pdf
4119,1999.09.24,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.24-boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.24-boat.pdf
4118,1999.09.16,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.16-Ferguson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.16-Ferguson.pdf
4117,1999.09.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.10-Warnock.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.10-Warnock.pdf
4116,1999.09.05,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.05-Sprague.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.05-Sprague.pdf
4115,1999.09.04.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.04.b-Patterson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.04.b-Patterson.pdf
4114,1999.09.04.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.04.a-Crabtree.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.04.a-Crabtree.pdf
4113,1999.08.26,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.26-Ayers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.26-Ayers.pdf
4112,1999.08.24,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.24-FortFisher.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.24-FortFisher.pdf
4111,1999.08.23,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.23-Joel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.23-Joel.pdf
4110,1999.08.21,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.21-GC.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.21-GC.pdf
4109,1999.08.16,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.16-Handley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.16-Handley.pdf
4108,1999.08.05.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.05-Adkins.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.05-Adkins.pdf
4107,1999.08.05,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.05-KevinKing.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.05-KevinKing.pdf
4106,1999.07.29,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.29-Capri.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.29-Capri.pdf
4105,1999.07.26,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.26-Knowles.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.26-Knowles.pdf
4104,1999.07.21,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.21-Yamaguchi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.21-Yamaguchi.pdf
4103,1999.07.15,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.15-Pretorius.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.15-Pretorius.pdf
4102,1999.07.06,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.06-NV-Morsy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.06-NV-Morsy.pdf
4101,1999.07.04,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.04-LisaAlexander.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.04-LisaAlexander.pdf
4100,1999.07.03,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.03-Grey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.03-Grey.pdf
4099,1999.06.19,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.06.19-Bass.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.06.19-Bass.pdf
4098,1999.06.17,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.06.17-Bryant.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.06.17-Bryant.pdf
4097,1999.06.12,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.06.12-AtlanticBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.06.12-AtlanticBeach.pdf
4096,1999.06.09,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.06.09-Wellborn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.06.09-Wellborn.pdf
4095,1999.05.29,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.05.29-Donoghue.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.05.29-Donoghue.pdf
4094,1999.05.01,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.05.01-Pires.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.05.01-Pires.pdf
4093,1999.04.22,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.04.22-Lanner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.04.22-Lanner.pdf
4092,1999.04.11,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.04.11-Oudin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.04.11-Oudin.pdf
4091,1999.04.01,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.04.01-HobeSoundSurfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.04.01-HobeSoundSurfer.pdf
4090,1999.03.18.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.18.R-ZaneSmith-X.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.18.R-ZaneSmith-X.pdf
4089,1999.03.18.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.18.b-Cartamil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.18.b-Cartamil.pdf
4088,1999.03.18.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.18.a-Davoodabai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.18.a-Davoodabai.pdf
4087,1999.03.14.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.14.b-Wouanena.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.14.b-Wouanena.pdf
4086,1999.03.14.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.14.a-Spain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.14.a-Spain.pdf
4085,1999.03.08,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.08-NV-Allen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.08-NV-Allen.pdf
4084,1999.03.05,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.05-Knutson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.05-Knutson.pdf
4083,1999.02.26.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.02.26.R-BirdDog.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.02.26.R-BirdDog.pdf
4082,1999.02.23,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.02.23-ScottsHead.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.02.23-ScottsHead.pdf
4081,1999.02.03,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.02.03-KennyBurns.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.02.03-KennyBurns.pdf
4080,1999.01.29,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.29-Mauritius.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.29-Mauritius.pdf
4079,1999.01.13,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.13-Ridge.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.13-Ridge.pdf
4078,1999.01.07,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.07-NZ-inflatable.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.07-NZ-inflatable.pdf
4077,1999.01.03.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.03.R-Turcotte.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.03.R-Turcotte.pdf
4076,1999.01.03,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.03-ReunionIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.03-ReunionIsland.pdf
4075,1999.00.00.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.00.00.b-Lootz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.00.00.b-Lootz.pdf
4074,1999.00.00.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.00.00.a-NV-SandridgeBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.00.00.a-NV-SandridgeBeach.pdf
4073,1998.12.24,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.24-AndyThompson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.24-AndyThompson.pdf
4072,1998.12.22,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.22-O'Leary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.22-O'Leary.pdf
4071,1998.12.20.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.20.R-Harrison.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.20.R-Harrison.pdf
4070,1998.12.18,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.18-vanderMerwe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.18-vanderMerwe.pdf
4069,1998.12.15,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.15-female surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.15-female surfer.pdf
4068,1998.11.21,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.21-Tellasmon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.21-Tellasmon.pdf
4067,1998.11.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.14-LarryFoor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.14-LarryFoor.pdf
4066,1998.11.11,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.11-NV-IndianRiverCounty.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.11-NV-IndianRiverCounty.pdf
4065,1998.11.05,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.05-Inskeep_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.05-Inskeep_Collier.pdf
4064,1998.11.02.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.02.b-Kodama.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.02.b-Kodama.pdf
